N,P,K,temperature,humidity,pH,rainfall,moisture,crop
0.5269232998922652,-0.3142278569096128,-0.1609333988349804,-0.2490031021817143,0.7782166639763667,-0.3781782499811545,1.1948689800658143,0.4089457464277585,9
-1.0445115868990462,-0.7387483408475056,-0.6941464672641326,-0.6242002190823603,0.9005913696806026,1.4239194065091263,0.2646835340603526,-0.262451143101492,12
-0.8548556522863017,2.020634804748797,2.9001045865916337,-1.3583781492767562,0.4330572365597695,-0.6952289928920533,-0.5442731440708073,0.7737044370096379,8
0.2017988405561318,-0.071644723230817,-0.0226929736866817,3.262849856388482,0.908526924534694,0.372195398832885,1.7096680819043493,1.6362604234978544,13
1.4481092680113097,-0.8600399076869035,0.1352960836256596,0.828768643190009,0.8485217150531579,-0.4467493423302498,-1.4701005068529227,-0.2694168938194757,11
0.6352981196709763,-0.1322905066505159,-0.2004306631630658,-0.4547348230797465,-0.0013870462770652,1.3163409903958203,1.1107905358318673,0.4089457464277585,9
-0.3942626682267793,-0.3142278569096128,-0.4769115134596632,0.2918979622636796,-1.250237480798139,-3.824272348541942,-1.127038849853345,-1.2536195786693265,4
0.4727358900029096,0.4741673275464736,0.0760501871335316,0.0076401861544508,0.9552753583221076,0.444456334877064,-0.9192474678882048,0.290310287063689,13
-1.2612612264564684,-0.4051965320391613,-0.5361574099517913,0.6283409938438601,0.4032420767474805,0.3309429408938218,-1.0767492014377351,-0.9742639058162944,4
1.041703693841143,-0.7690712325573551,-0.2991738239832792,0.1635320799362697,-0.792632851782432,0.6768955949319237,1.3087178567131164,-1.443000955905374,7
-1.3425423412905018,0.2619070855775273,-0.4966601456237059,-2.0109801275137573,-2.3858930813639594,-1.113613599435214,0.6473012583184656,-0.5682911844389117,4
-0.8548556522863017,0.3528757607070757,-0.4571628812956205,-1.4855483845356656,-2.389558817585609,-1.0912707872146583,0.7521321785577232,-1.6708390853662345,4
-0.4755437830608127,-1.1632688247853984,-0.8126382602483887,-1.93228014577974,0.9075603226824848,1.527272704357843,0.1145396940987699,0.7715276417469403,12
-1.071605291843724,-0.2839049651997634,-0.6151519386079619,0.1430468867919957,-0.7138844073851947,1.9989753571444584,-1.244106293510458,1.2123291232446396,4
-0.8006682423969461,0.747073352935119,-0.5756546742798766,0.3052478243523505,-0.2121236189577148,0.5823632420267433,-0.6117387260691816,0.5451407058626843,4
-0.5839186028395238,0.7167504612252695,0.530268726906513,-1.6024644056686737,-2.5159070027439125,1.6918793332022406,-0.555437079475959,-1.8613088634988284,4
-1.0174178819543682,0.6257817860957211,-0.4571628812956205,-0.2951681892915697,-0.4666229358950195,-0.0101600887115218,-1.0779214877053171,-2.404419823564385,4
-0.3671689632821016,-1.3148832833346458,-0.3189224561473218,0.6611109515897591,1.0639212169220658,-0.3933965476655947,2.171943039438017,0.6200950991471543,2
0.4727358900029096,0.1406155187381293,-0.2004306631630658,-0.4725380471981033,0.5189620775395833,-0.1721803077983522,2.142936010711277,0.4089457464277585,3
-0.3671689632821016,0.7167504612252695,-0.6151519386079619,2.0924952345092613,-1.7762125550410606,-1.101575825893385,1.59433557672243,-0.0408531626725222,4
-0.556824897894846,-0.2839049651997634,-0.6349005707720046,0.8126038882187606,0.5126021924034143,-0.0350811751106872,-0.956368827400216,1.6455118115273093,4
-1.0445115868990462,-1.3755290667543447,-0.7533923637562606,-1.8701942594884071,0.8968617974424428,1.972660016030865,0.0721639145469929,0.0186459666147366,12
0.7436729394496874,-0.3445507486194623,-0.1214361345068951,-1.08364706156879,0.4547916289680062,1.497867775359342,2.8983726728997685,0.4089457464277585,3
1.0958911037304986,-1.4058519584641942,0.0760501871335316,-0.1063104699357173,0.5382388868669551,-0.0832631237358332,-0.8565521567635194,0.0547808051987494,15
-0.7735745374522683,-1.132945933075549,-0.4176656169675352,0.7038968169455706,0.8441787058811486,-0.5979813197513435,1.5553764381164794,-0.1100753212484559,2
-0.9090430621756572,-0.3142278569096128,-0.5164087777877486,0.8780437839107863,-1.1492604684672,-1.2550881821873088,-1.1358184654421593,-1.1767060676893109,4
-1.152886406677757,-0.1019676149406664,-0.5361574099517913,0.5951230170825257,0.7921840105358161,-0.3238156509721188,-0.963939553624114,0.6267706098437397,4
0.4727358900029096,0.5044902192563231,0.1155474514616169,1.1226686373246633,0.9559661441600152,0.6678393786085824,-0.8860598596392166,0.9083756404137152,13
-0.5839186028395238,2.7483842057851846,3.0778422760680177,-0.6287283549788681,0.9436692102802362,-0.8646474115267953,0.2846229557195697,0.6104446290475272,5
1.8274211372367983,1.0503022700336138,0.0760501871335316,0.5992567112021056,0.5034310403709817,-0.8094441028541293,-0.0857718601501405,0.9651174943954796,6
1.3126407432879208,0.5954588943858716,0.0957988192975742,0.1331621944297148,0.4303142857157442,-0.7725605929782668,0.2768064975876542,0.2565699278399189,6
-0.2858878484480682,0.3225528689972262,-0.6349005707720046,-1.8138594306978923,-2.1223706732621244,-0.7015118853390033,0.6717176057426658,-0.9985714757727884,4
0.7165792345050096,-0.071644723230817,-0.0819388701788097,-0.4662448036087289,0.5040630515724949,0.8463244172855876,1.1420767174678328,0.4089457464277585,9
0.8791414641730764,-0.2535820734899139,-0.5361574099517913,-1.339786341845667,-0.5719529768280524,-0.9735000867651532,-0.4315220480363228,-1.162339204588646,1
1.7190463174580874,-0.708425449137656,0.0563015549694889,0.7175844957301983,0.835096366558598,-0.5173533148947657,-1.4110005459246968,0.0723403020044116,11
0.662391824615654,0.0799697353184304,-0.0819388701788097,-0.0674772868811868,0.1017208412264094,-0.4652620726018161,1.1753302216294648,0.4089457464277585,9
1.0146099888964653,-0.9813314745263014,-0.4176656169675352,-0.2342916999270643,-0.2451919846580197,0.9843940437687568,1.4227299375405484,-0.3897575137174135,7
0.8520477592283985,-0.4051965320391613,-0.0621902380147671,0.1179007662376803,0.4592793385318608,0.2560908235976333,1.3951928329583412,0.0595697573888415,9
1.8274211372367983,-0.6174567740081076,-0.3584197204754072,-0.2932184333073158,-0.1912351648481449,-0.1381203077880964,1.271417659096446,0.641318874182228,7
-0.7735745374522683,-0.829717015977054,-0.2004306631630658,-0.5324777882056208,0.6131225582687106,0.6701742936467642,0.1233964519359629,-0.5617607921204262,14
-0.8819493572309794,-1.0419772579460005,-0.4176656169675352,0.4224990706263495,-0.8596942887043392,-2.193303078852296,-0.1701950928248131,-1.08484521683103,10
-0.8548556522863017,-0.829717015977054,-0.3781683526394498,0.2597827632504796,1.2274433921153065,-1.03123572782758,1.1485413185067306,-0.055655387437884,2
-0.2587941435033905,0.6257817860957211,-0.5954033064439193,0.6204865991226726,-0.469692321496379,0.1675803034605445,-0.5475711379400023,-0.9868349110293766,4
-0.1775130286693571,0.1406155187381293,-0.5954033064439193,0.4780543193873159,-0.2882355151565145,0.4457843159633775,-0.5636194865004764,0.7670289263130525,4
-0.6381060127288793,0.6257817860957211,-0.5559060421158339,-0.1819949345075279,-0.5173285346542075,-0.7879255223572967,-0.2094010980913998,-1.4879881004486697,4
-0.1504193237246793,0.1102926270282798,-0.0226929736866817,-0.4834840544043198,0.8673636859668633,0.2416490090904204,1.0596888489786027,0.4089457464277585,13
0.7707666443943652,0.1709384104479788,-0.6151519386079619,-1.0343004911142395,-0.3478757284179561,0.2258129385763922,0.0917591030389788,-0.5423147335430744,1
1.3126407432879208,1.1715938368730117,-0.0226929736866817,0.4961300972625256,0.269587969995453,-0.1881023634337863,0.0007440789356391,0.6658078453765431,6
1.041703693841143,-0.0413218315209675,-0.1214361345068951,-0.4981446665272146,0.4478963669830088,-0.4240982905348165,1.6961238548271584,0.4089457464277585,9
-0.692293422618235,2.323863721847292,2.9396018509197197,2.7834481690499038,0.5033595682566708,-1.1820797046903175,-0.5195764384949745,2.3148770241719623,8
-0.7735745374522683,-0.7690712325573551,-0.4374142491315779,0.4061784628578487,-1.1709937826478247,-1.9667513750949,-0.1931671154683636,-0.6793078538531457,10
-0.692293422618235,0.5044902192563231,-0.6349005707720046,-1.1815081869162178,-2.3619799103766903,-0.9179092156534752,0.0527093571208999,-1.9320547781056103,4
-1.2612612264564684,-1.193591716495248,-0.1411847666709378,-1.1387139622154214,0.8232961537199704,-0.0508122598231112,-0.0117391771929044,-0.2145615983442068,14
1.0687973987858208,-1.1632688247853984,0.0760501871335316,0.283062328191546,0.8940480906069456,-0.0276809839937253,-1.4524502428536836,-0.744484796824553,11
0.2830799553901651,-0.0413218315209675,-0.1411847666709378,-0.1263281659216232,0.5575346860288822,0.5311081162524501,1.844296583081115,0.4089457464277585,3
